SK_ID_CURR,TARGET,NAME_CONTRACT_TYPE,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,NAME_TYPE_SUITE,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,FLAG_MOBIL,FLAG_EMP_PHONE,FLAG_WORK_PHONE,FLAG_CONT_MOBILE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS,REGION_RATING_CLIENT,REGION_RATING_CLIENT_W_CITY,WEEKDAY_APPR_PROCESS_START,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_REGION_NOT_WORK_REGION,LIVE_REGION_NOT_WORK_REGION,REG_CITY_NOT_LIVE_CITY,REG_CITY_NOT_WORK_CITY,LIVE_CITY_NOT_WORK_CITY,ORGANIZATION_TYPE,EXT_SOURCE_1,EXT_SOURCE_2,EXT_SOURCE_3,APARTMENTS_AVG,BASEMENTAREA_AVG,YEARS_BEGINEXPLUATATION_AVG,YEARS_BUILD_AVG,COMMONAREA_AVG,ELEVATORS_AVG,ENTRANCES_AVG,FLOORSMAX_AVG,FLOORSMIN_AVG,LANDAREA_AVG,LIVINGAPARTMENTS_AVG,LIVINGAREA_AVG,NONLIVINGAPARTMENTS_AVG,NONLIVINGAREA_AVG,APARTMENTS_MODE,BASEMENTAREA_MODE,YEARS_BEGINEXPLUATATION_MODE,YEARS_BUILD_MODE,COMMONAREA_MODE,ELEVATORS_MODE,ENTRANCES_MODE,FLOORSMAX_MODE,FLOORSMIN_MODE,LANDAREA_MODE,LIVINGAPARTMENTS_MODE,LIVINGAREA_MODE,NONLIVINGAPARTMENTS_MODE,NONLIVINGAREA_MODE,APARTMENTS_MEDI,BASEMENTAREA_MEDI,YEARS_BEGINEXPLUATATION_MEDI,YEARS_BUILD_MEDI,COMMONAREA_MEDI,ELEVATORS_MEDI,ENTRANCES_MEDI,FLOORSMAX_MEDI,FLOORSMIN_MEDI,LANDAREA_MEDI,LIVINGAPARTMENTS_MEDI,LIVINGAREA_MEDI,NONLIVINGAPARTMENTS_MEDI,NONLIVINGAREA_MEDI,FONDKAPREMONT_MODE,HOUSETYPE_MODE,TOTALAREA_MODE,WALLSMATERIAL_MODE,EMERGENCYSTATE_MODE,OBS_30_CNT_SOCIAL_CIRCLE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DEF_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_2,FLAG_DOCUMENT_3,FLAG_DOCUMENT_4,FLAG_DOCUMENT_5,FLAG_DOCUMENT_6,FLAG_DOCUMENT_7,FLAG_DOCUMENT_8,FLAG_DOCUMENT_9,FLAG_DOCUMENT_10,FLAG_DOCUMENT_11,FLAG_DOCUMENT_12,FLAG_DOCUMENT_13,FLAG_DOCUMENT_14,FLAG_DOCUMENT_15,FLAG_DOCUMENT_16,FLAG_DOCUMENT_17,FLAG_DOCUMENT_18,FLAG_DOCUMENT_19,FLAG_DOCUMENT_20,FLAG_DOCUMENT_21,AMT_REQ_CREDIT_BUREAU_HOUR,AMT_REQ_CREDIT_BUREAU_DAY,AMT_REQ_CREDIT_BUREAU_WEEK,AMT_REQ_CREDIT_BUREAU_MON,AMT_REQ_CREDIT_BUREAU_QRT,AMT_REQ_CREDIT_BUREAU_YEAR,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,credit_annuity_ratio,credit_goods_price_ratio,credit_downpayment
132671,0,Cash loans,F,Y,Y,0,112500.0,545040.0,26640.0,450000.0,Unaccompanied,State servant,Higher education,Married,House / apartment,0.035792,58.0,-9730.0,-11504.0,-3962,1.0,1,1,0,1,0,0,Managers,2.0,2,2,MONDAY,11,0,0,0,0,0,0,University,0.7847892710020341,0.6453283897753866,0.3825018041447388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,0.0,1.0,0.0,-282.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,2.0,0.46150927287387944,0.20640686922060766,56250.0,0.2368,0.0488771466314399,20.45945945945946,1.2112,0.8256274768824307
135969,1,Cash loans,M,Y,Y,0,270000.0,497520.0,59175.0,450000.0,Unaccompanied,Commercial associate,Secondary / secondary special,Married,House / apartment,0.028663,59.0,-146.0,-7359.0,-3968,10.0,1,1,1,1,0,0,Drivers,2.0,2,2,MONDAY,10,0,0,0,0,0,0,Self-employed,,0.0011409092778865,0.4884551844437485,0.1113,0.071,0.9896,0.8572,0.0553,0.12,0.1034,0.3333,0.375,0.0,0.0908,0.1119,0.0,0.0,0.1134,0.0737,0.9896,0.8628,0.0558,0.1208,0.1034,0.3333,0.375,0.0,0.0992,0.1166,0.0,0.0,0.1124,0.071,0.9896,0.8591,0.0557,0.12,0.1034,0.3333,0.375,0.0,0.0923,0.1139,0.0,0.0,reg oper account,block of flats,0.1183,Panel,No,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.006731212540341171,0.5426917510853835,135000.0,0.21916666666666668,0.11893994211287988,8.407604562737642,1.1056,0.9044862518089725
139275,1,Cash loans,F,N,Y,0,54000.0,80865.0,7546.5,67500.0,Unaccompanied,Working,Secondary / secondary special,Single / not married,House / apartment,0.00733,46.0,-746.0,-9786.0,-334,,1,1,0,1,0,0,Managers,1.0,2,2,TUESDAY,11,0,0,0,0,0,0,Government,0.5080085221662166,0.4926767671632476,0.2091546988410069,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-463.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,1.0,0.0443730668570069,0.667779632721202,54000.0,0.13975,0.09332220367278798,10.71556350626118,1.198,0.8347245409015025
139514,1,Cash loans,F,N,N,0,126000.0,307557.0,20934.0,265500.0,Unaccompanied,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,0.016612,51.0,-7878.0,-5508.0,-299,,1,1,0,1,0,0,Sales staff,2.0,2,2,TUESDAY,16,0,0,0,0,0,0,Self-employed,,0.2570000200077844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.4239814864646682,0.40968015684897435,63000.0,0.16614285714285715,0.06806543177362245,14.691745485812554,1.158406779661017,0.8632546162174817
144456,1,Cash loans,M,N,Y,0,135000.0,343683.0,18774.0,261000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.010966,57.0,-1007.0,-954.0,-4332,,1,1,0,1,0,0,Security staff,2.0,2,2,THURSDAY,8,0,0,0,0,0,0,Security,,0.0086014810455665,,0.0082,0.0,0.9856,0.8028,0.0031,0.0,0.069,0.0417,0.0833,0.0,0.0067,0.0098,0.0,0.0,0.0084,0.0,0.9856,0.8105,0.0032,0.0,0.069,0.0417,0.0833,0.0,0.0073,0.0102,0.0,0.0,0.0083,0.0,0.9856,0.8054,0.0032,0.0,0.069,0.0417,0.0833,0.0,0.0068,0.0099,0.0,0.0,reg oper account,block of flats,0.0094,Others,No,0.0,0.0,0.0,0.0,-998.0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.04845306259923976,0.39280383376541755,67500.0,0.13906666666666667,0.05462591981564407,18.30632790028763,1.3167931034482758,0.7594207452798073
145139,0,Cash loans,F,Y,Y,0,130500.0,787131.0,26014.5,679500.0,Unaccompanied,Pensioner,Secondary / secondary special,Married,House / apartment,0.0060079999999999,63.0,,-12034.0,-4014,4.0,1,0,0,1,1,0,,2.0,2,2,SATURDAY,10,0,0,0,0,0,0,XNA,,0.312294897635321,0.6058362647264226,0.4835,0.3473,0.9831,0.7688,0.0921,0.52,0.4483,0.3333,0.375,0.2874,0.3934,0.5114,0.0039,0.0013,0.4926,0.3604,0.9831,0.7779,0.0929,0.5236,0.4483,0.3333,0.375,0.294,0.4298,0.5328,0.0039,0.0013,0.4882,0.3473,0.9831,0.7719,0.0927,0.52,0.4483,0.3333,0.375,0.2924,0.4002,0.5206,0.0039,0.0013,reg oper spec account,block of flats,0.4528,Panel,No,5.0,0.0,5.0,0.0,-468.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,,0.16579197109502739,65250.0,0.1993448275862069,0.03304977189311563,30.257394914374675,1.1583973509933774,0.863261642598246
152080,0,Cash loans,F,N,Y,0,225000.0,976711.5,38736.0,873000.0,Family,Commercial associate,Secondary / secondary special,Married,House / apartment,0.04622,35.0,-1675.0,-6499.0,-4486,,1,1,0,1,0,0,Private service staff,2.0,1,1,MONDAY,12,0,0,0,0,1,1,Business Entity Type 3,0.4121016415632039,0.1354330692540767,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-618.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.13192092620304008,0.23036485185236377,112500.0,0.17216,0.03965961289490295,25.21456784386617,1.118798969072165,0.8938156251871714
157691,1,Cash loans,F,Y,N,0,180000.0,1350000.0,44617.5,1350000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.018029,55.0,-7140.0,-7337.0,-2638,9.0,1,1,0,1,1,0,Core staff,2.0,3,3,WEDNESDAY,13,0,0,0,0,1,1,Transport: type 2,,0.4684670002458355,0.5280927512030451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,4.0,0.0,-2496.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.3584517295044932,0.13333333333333333,90000.0,0.247875,0.03305,30.257186081694403,1.0,1.0
160686,1,Cash loans,M,N,Y,2,166500.0,808650.0,26217.0,675000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.01885,30.0,-2746.0,-35.0,-3472,,1,1,1,1,1,0,,4.0,2,2,THURSDAY,14,0,0,0,0,0,0,Business Entity Type 3,0.1938268283627852,0.2733195627857854,0.1245194708919845,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,0.0,6.0,0.0,-276.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.24954561977462741,0.20589872008903728,41625.0,0.15745945945945947,0.032420701168614355,30.844490216271886,1.198,0.8347245409015025
164561,0,Cash loans,F,N,Y,2,90000.0,770292.0,30676.5,688500.0,Unaccompanied,Commercial associate,Higher education,Married,House / apartment,0.011703,42.0,-4660.0,-4711.0,-4742,,1,1,0,1,1,0,Accountants,4.0,2,2,THURSDAY,17,0,0,0,0,0,0,Telecom,0.7575885389744569,0.3377495725424792,0.5656079814115492,0.0928,0.0804,0.9851,0.7959999999999999,0.0108,0.0,0.2069,0.1667,0.0417,0.0596,0.0756,0.0853,0.0,0.0,0.0945,0.0834,0.9851,0.804,0.0109,0.0,0.2069,0.1667,0.0417,0.061,0.0826,0.0889,0.0,0.0,0.0937,0.0804,0.9851,0.7987,0.0109,0.0,0.2069,0.1667,0.0417,0.0607,0.077,0.0868,0.0,0.0,reg oper spec account,block of flats,0.073,Panel,No,3.0,0.0,3.0,0.0,-2052.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,6.0,0.30653861334034993,0.11683880917885685,22500.0,0.34085,0.039824508108613356,25.110165762065424,1.118797385620915,0.893816890218255
169272,0,Revolving loans,F,N,Y,0,90000.0,180000.0,9000.0,180000.0,Family,Working,Secondary / secondary special,Single / not married,House / apartment,0.00733,22.0,-477.0,-7489.0,-519,,1,1,0,1,0,0,Sales staff,1.0,2,2,THURSDAY,13,0,0,0,0,0,0,Business Entity Type 3,0.3727221380008727,0.6574734264340084,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,0.0,11.0,0.0,-352.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.06073338426279603,0.5,90000.0,0.1,0.05,20.0,1.0,1.0
174841,0,Cash loans,F,Y,Y,0,135000.0,1288350.0,37800.0,1125000.0,Unaccompanied,Working,Incomplete higher,Married,House / apartment,0.0116569999999999,24.0,-1961.0,-3416.0,-1604,1.0,1,1,0,1,1,0,Medicine staff,2.0,1,1,THURSDAY,15,1,1,0,0,0,0,School,,0.5949065514629996,,,,0.9806,,,,,,,,,0.0145,,,,,0.9806,,,,,,,,,0.0151,,,,,0.9806,,,,,,,,,0.0147,,,,,0.0114,,No,6.0,0.0,6.0,0.0,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,0.21959686450167973,0.10478519035976248,67500.0,0.28,0.029339853300733496,34.083333333333336,1.1452,0.8732099196646874
181499,0,Cash loans,F,Y,Y,0,180000.0,1035072.0,30393.0,864000.0,"Spouse, partner",Working,Secondary / secondary special,Married,House / apartment,0.035792,52.0,-2574.0,-2337.0,-2561,3.0,1,1,0,1,0,0,Core staff,2.0,2,2,MONDAY,9,0,0,0,0,1,1,Kindergarten,,0.3675439734012659,0.6785676886853644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,-1453.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.13538817588891228,0.17390094602114636,90000.0,0.16885,0.02936317473567056,34.05626295528576,1.198,0.8347245409015025
187631,1,Cash loans,F,N,N,0,112500.0,405000.0,22099.5,405000.0,Unaccompanied,Working,Secondary / secondary special,Married,House / apartment,0.028663,56.0,-6770.0,-6752.0,-3879,,1,1,0,1,0,0,Medicine staff,2.0,2,2,THURSDAY,9,0,0,0,0,0,0,Medicine,,0.5247303238464694,0.1376544619182607,0.0474,0.039,0.9861,,,0.08,0.0345,0.4583,,,,0.0537,,0.0074,0.0483,0.0405,0.9861,,,0.0806,0.0345,0.4583,,,,0.0559,,0.0078,0.0479,0.039,0.9861,,,0.08,0.0345,0.4583,,,,0.0546,,0.0076,,block of flats,0.0508,Panel,No,8.0,5.0,8.0,4.0,-1575.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.3317814261210488,0.2777777777777778,56250.0,0.19644,0.054566666666666666,18.32620647525962,1.0,1.0
