CODE_GENDER,FLAG_OWN_CAR,AMT_INCOME_TOTAL,AMT_CREDIT,AMT_ANNUITY,AMT_GOODS_PRICE,REGION_POPULATION_RELATIVE,DAYS_BIRTH,DAYS_EMPLOYED,DAYS_REGISTRATION,DAYS_ID_PUBLISH,OWN_CAR_AGE,HOUR_APPR_PROCESS_START,REG_REGION_NOT_LIVE_REGION,REG_CITY_NOT_WORK_CITY,EXT_SOURCE_2,EXT_SOURCE_3,YEARS_BEGINEXPLUATATION_AVG,FLOORSMAX_AVG,FLOORSMAX_MODE,YEARS_BEGINEXPLUATATION_MEDI,FLOORSMAX_MEDI,TOTALAREA_MODE,DEF_30_CNT_SOCIAL_CIRCLE,OBS_60_CNT_SOCIAL_CIRCLE,DAYS_LAST_PHONE_CHANGE,FLAG_DOCUMENT_3,AMT_REQ_CREDIT_BUREAU_YEAR,NAME_TYPE_SUITE_Unaccompanied,NAME_INCOME_TYPE_State servant,NAME_INCOME_TYPE_Working,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Single / not married,NAME_HOUSING_TYPE_Office apartment,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Medicine staff,ORGANIZATION_TYPE_School,ORGANIZATION_TYPE_Self-employed,FONDKAPREMONT_MODE_reg oper account,DAYS_EMPLOYED_PERC,INCOME_CREDIT_PERC,INCOME_PER_PERSON,ANNUITY_INCOME_PERC,PAYMENT_RATE,credit_annuity_ratio,credit_goods_price_ratio,credit_downpayment,SK_ID_CURR
1,1,112500.0,545040.0,26640.0,450000.0,0.035792,58.0,-9730.0,-11504.0,-3962,1.0,11,0,0,0.6453283897753866,0.3825018041447388,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,1.0,-282.0,1,2.0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.46150927287387944,0.20640686922060766,56250.0,0.2368,0.0488771466314399,20.45945945945946,1.2112,0.8256274768824307,132671
0,1,270000.0,497520.0,59175.0,450000.0,0.028663,59.0,-146.0,-7359.0,-3968,10.0,10,0,0,0.0011409092778865,0.4884551844437485,0.9896,0.3333,0.3333,0.9896,0.3333,0.1183,0.0,0.0,0.0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0.006731212540341171,0.5426917510853835,135000.0,0.21916666666666668,0.11893994211287988,8.407604562737642,1.1056,0.9044862518089725,135969
1,0,54000.0,80865.0,7546.5,67500.0,0.00733,46.0,-746.0,-9786.0,-334,0.0,11,0,0,0.4926767671632476,0.2091546988410069,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-463.0,1,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.0443730668570069,0.667779632721202,54000.0,0.13975,0.09332220367278798,10.71556350626118,1.198,0.8347245409015025,139275
1,0,126000.0,307557.0,20934.0,265500.0,0.016612,51.0,-7878.0,-5508.0,-299,0.0,16,0,0,0.2570000200077844,0.5352762504724826,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,0.0,1,1.0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0.4239814864646682,0.40968015684897435,63000.0,0.16614285714285715,0.06806543177362245,14.691745485812554,1.158406779661017,0.8632546162174817,139514
0,0,135000.0,343683.0,18774.0,261000.0,0.010966,57.0,-1007.0,-954.0,-4332,0.0,8,0,0,0.0086014810455665,0.5352762504724826,0.9856,0.0417,0.0417,0.9856,0.0417,0.0094,0.0,0.0,-998.0,0,1.0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0.04845306259923976,0.39280383376541755,67500.0,0.13906666666666667,0.05462591981564407,18.30632790028763,1.3167931034482758,0.7594207452798073,144456
1,1,130500.0,787131.0,26014.5,679500.0,0.0060079999999999,63.0,-1648.0,-12034.0,-4014,4.0,10,0,0,0.312294897635321,0.6058362647264226,0.9831,0.3333,0.3333,0.9831,0.3333,0.4528,0.0,5.0,-468.0,1,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.11873272799052507,0.16579197109502739,65250.0,0.1993448275862069,0.03304977189311563,30.257394914374675,1.1583973509933774,0.863261642598246,145139
1,0,225000.0,976711.5,38736.0,873000.0,0.04622,35.0,-1675.0,-6499.0,-4486,0.0,12,0,1,0.1354330692540767,0.5352762504724826,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-618.0,1,1.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.13192092620304008,0.23036485185236377,112500.0,0.17216,0.03965961289490295,25.21456784386617,1.118798969072165,0.8938156251871714,152080
1,1,180000.0,1350000.0,44617.5,1350000.0,0.018029,55.0,-7140.0,-7337.0,-2638,9.0,13,0,1,0.4684670002458355,0.5280927512030451,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,4.0,-2496.0,1,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.3584517295044932,0.13333333333333333,90000.0,0.247875,0.03305,30.257186081694403,1.0,1.0,157691
0,0,166500.0,808650.0,26217.0,675000.0,0.01885,30.0,-2746.0,-35.0,-3472,0.0,14,0,0,0.2733195627857854,0.1245194708919845,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,6.0,-276.0,1,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.24954561977462741,0.20589872008903728,41625.0,0.15745945945945947,0.032420701168614355,30.844490216271886,1.198,0.8347245409015025,160686
1,0,90000.0,770292.0,30676.5,688500.0,0.011703,42.0,-4660.0,-4711.0,-4742,0.0,17,0,0,0.3377495725424792,0.5656079814115492,0.9851,0.1667,0.1667,0.9851,0.1667,0.073,0.0,3.0,-2052.0,1,6.0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0.30653861334034993,0.11683880917885685,22500.0,0.34085,0.039824508108613356,25.110165762065424,1.118797385620915,0.893816890218255,164561
1,0,90000.0,180000.0,9000.0,180000.0,0.00733,22.0,-477.0,-7489.0,-519,0.0,13,0,0,0.6574734264340084,0.5352762504724826,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,11.0,-352.0,0,0.0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0.06073338426279603,0.5,90000.0,0.1,0.05,20.0,1.0,1.0,169272
1,1,135000.0,1288350.0,37800.0,1125000.0,0.0116569999999999,24.0,-1961.0,-3416.0,-1604,1.0,15,1,0,0.5949065514629996,0.5352762504724826,0.9806,0.1667,0.1667,0.9806,0.1667,0.0114,0.0,6.0,0.0,1,1.0,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0.21959686450167973,0.10478519035976248,67500.0,0.28,0.029339853300733496,34.083333333333336,1.1452,0.8732099196646874,174841
1,1,180000.0,1035072.0,30393.0,864000.0,0.035792,52.0,-2574.0,-2337.0,-2561,3.0,9,0,1,0.3675439734012659,0.6785676886853644,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-1453.0,1,0.0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0.13538817588891228,0.17390094602114636,90000.0,0.16885,0.02936317473567056,34.05626295528576,1.198,0.8347245409015025,181499
1,0,112500.0,405000.0,22099.5,405000.0,0.028663,56.0,-6770.0,-6752.0,-3879,0.0,9,0,0,0.5247303238464694,0.1376544619182607,0.9861,0.4583,0.4583,0.9861,0.4583,0.0508,5.0,8.0,-1575.0,1,3.0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,0.3317814261210488,0.2777777777777778,56250.0,0.19644,0.054566666666666666,18.32620647525962,1.0,1.0,187631
1,0,123876.0,405000.0,20970.0,405000.0,0.018801,38.0,-152.0,-182.0,-3841,0.0,7,0,1,0.5197762563313256,0.7597121819739279,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,1.0,-100.0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.010861021793497678,0.3058666666666667,41292.0,0.16928218541121767,0.05177777777777778,19.313304721030043,1.0,1.0,194121
1,1,76500.0,508495.5,20164.5,454500.0,0.028663,53.0,-5452.0,-5032.0,-2876,10.0,11,0,1,0.4577508289447543,0.5971924268337128,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,3.0,-1964.0,1,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.281873642849757,0.1504438092372499,38250.0,0.2635882352941176,0.039655218187771575,25.217362195938406,1.1188019801980198,0.893813219586014,197660
1,0,90000.0,284256.0,27819.0,270000.0,0.030755,58.0,-1648.0,-12109.0,-4298,0.0,16,0,0,0.5600272303883109,0.4258928980051529,0.9871,0.4792,0.3333,0.9866,0.4792,0.1601,0.0,1.0,-214.0,0,0.0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0.11873272799052507,0.31661600810536983,90000.0,0.3091,0.09786600810536981,10.218052410223228,1.0528,0.9498480243161094,197886
0,1,171000.0,900000.0,45954.0,900000.0,0.015221,56.0,-149.0,-1178.0,-3836,7.0,8,0,1,0.4208456449458384,0.6075573001388961,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-2611.0,1,0.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0.0073014161807223015,0.19,85500.0,0.26873684210526316,0.05106,19.584802193497847,1.0,1.0,204353
1,0,180000.0,450000.0,27193.5,450000.0,0.019101,50.0,-979.0,-9488.0,-1787,0.0,15,0,1,0.6619162222429159,0.2103502286944494,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,1.0,2.0,-1058.0,1,0.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0.05358217940999398,0.4,90000.0,0.151075,0.06043,16.54807214959457,1.0,1.0,205759
1,1,315000.0,935640.0,91278.0,900000.0,0.030755,41.0,-4510.0,-949.0,-4171,3.0,11,0,0,0.5569807327485597,0.5352762504724826,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-1579.0,1,1.0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0.2991708126036484,0.3366679492112351,157500.0,0.28977142857142857,0.09755675259715275,10.25044369946756,1.0396,0.9619084263178146,209146
1,1,135000.0,418500.0,22833.0,418500.0,0.028663,36.0,-6467.0,-6806.0,-2458,14.0,10,0,0,0.6943055686963661,0.1841161559307151,0.9861,0.3471,0.3333,0.9861,0.3333,0.1972,2.0,6.0,-2119.0,1,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,1,0.48888720895071064,0.3225806451612903,45000.0,0.16913333333333333,0.05455913978494624,18.328734726054396,1.0,1.0,210534
1,0,157500.0,170640.0,13612.5,135000.0,0.019101,39.0,-1337.0,-8185.0,-4864,0.0,10,0,0,0.5918305028241804,0.5262949398096192,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,14.0,-1818.0,1,2.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.09491693880448672,0.9229957805907173,39375.0,0.08642857142857142,0.07977320675105486,12.535537190082644,1.264,0.7911392405063291,210855
1,0,121500.0,438493.5,21222.0,333000.0,0.02461,49.0,-6502.0,-5054.0,-1331,0.0,14,0,0,0.1870295100860709,0.1873887653772306,0.9876,0.3333,0.3333,0.9876,0.3333,0.0577,0.0,2.0,0.0,1,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.36540406878723164,0.2770850651149903,60750.0,0.17466666666666666,0.04839752470675164,20.662213740458014,1.3167972972972972,0.7594183266114549,214585
1,0,112500.0,239850.0,22554.0,225000.0,0.025164,33.0,-1239.0,-2465.0,-4088,0.0,10,0,1,0.4244314348326637,0.6347055309763198,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-620.0,0,4.0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0.10287279973430753,0.46904315196998125,112500.0,0.20048,0.09403377110694183,10.634477254588987,1.066,0.9380863039399625,216211
1,1,247500.0,2013840.0,53253.0,1800000.0,0.007114,45.0,-6249.0,-5074.0,-76,15.0,12,0,0,0.3827151319898409,0.326475210066026,0.9781,0.2083,0.2083,0.9781,0.2083,0.0321,3.0,5.0,-1963.0,1,0.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0.3780856727976767,0.12289953521630319,123750.0,0.21516363636363636,0.026443510904540578,37.8164610444482,1.1188,0.8938148015731141,218922
0,1,270000.0,675000.0,21906.0,675000.0,0.018209,41.0,-1378.0,-4001.0,-4890,20.0,9,0,0,0.4955574143304851,0.5352762504724826,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,3.0,-1168.0,1,5.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0.0920999866328031,0.4,135000.0,0.08113333333333334,0.032453333333333334,30.813475760065735,1.0,1.0,219323
0,0,108000.0,314100.0,17167.5,225000.0,0.020713,28.0,-1371.0,-4498.0,-2749,0.0,5,0,1,0.7485664464819904,0.5262949398096192,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-1342.0,1,3.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.13601190476190475,0.3438395415472779,54000.0,0.15895833333333334,0.05465616045845272,18.296199213630405,1.396,0.7163323782234957,224544
0,0,112500.0,755190.0,36459.0,675000.0,0.031329,26.0,-1854.0,-9312.0,-1851,0.0,8,0,0,0.4747335640751934,0.5352762504724826,0.9846,0.1667,0.1667,0.9846,0.1667,0.071,0.0,0.0,0.0,1,1.0,1,0,1,0,1,0,1,0,0,1,0,0,0,1,0.19890569681364662,0.148969133595519,112500.0,0.32408,0.0482779168156358,20.713404097753642,1.1188,0.8938148015731141,232087
1,0,112500.0,1006920.0,40063.5,900000.0,0.025164,38.0,-1537.0,-5538.0,-5426,0.0,9,0,0,0.0527936709014318,0.8633633824101478,0.9846,0.3333,0.3333,0.9846,0.3333,0.0534,1.0,2.0,0.0,1,0.0,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0.11033740129217516,0.11172685019663926,37500.0,0.35612,0.039788165892027175,25.133101201842077,1.1188,0.8938148015731141,232418
1,0,126000.0,229500.0,8370.0,229500.0,0.018209,65.0,-3104.0,-9410.0,-3812,0.0,10,0,0,0.5251338682092103,0.5814837058057234,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-767.0,1,7.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.13151427845097874,0.5490196078431373,126000.0,0.06642857142857143,0.036470588235294116,27.419354838709676,1.0,1.0,238204
1,0,83250.0,225000.0,11250.0,225000.0,0.018209,58.0,-1648.0,-9731.0,-2397,0.0,14,0,0,0.5351941297389724,0.6006575372857061,0.9841,0.3333,0.3333,0.9841,0.3333,0.4453,2.0,5.0,-327.0,0,0.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.11873272799052507,0.37,41625.0,0.13513513513513514,0.05,20.0,1.0,1.0,242707
1,0,180000.0,407965.5,32359.5,369000.0,0.002134,31.0,-255.0,-2906.0,-62,0.0,6,0,1,0.0899774173363028,0.2910973802776635,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,2.0,-568.0,1,1.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0.02232533706881457,0.4412137791063215,180000.0,0.179775,0.07931920713883894,12.60728688638576,1.1055975609756097,0.9044882471679591,245340
1,0,157500.0,254700.0,25321.5,225000.0,0.010032,68.0,-1648.0,-7644.0,-4053,0.0,6,0,0,0.2784656779007269,0.7801436381572275,0.9796,0.2221,0.1667,0.9801,0.1667,0.1771,1.0,1.0,-642.0,0,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.11873272799052507,0.6183745583038869,78750.0,0.16077142857142857,0.09941696113074205,10.058645814821396,1.132,0.8833922261484098,250309
0,0,112500.0,177489.0,16722.0,166500.0,0.030755,22.0,-460.0,-3057.0,-872,0.0,11,0,1,0.4705040010653432,0.5352762504724826,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,2.0,-311.0,0,0.0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0.05619350109943806,0.6338420972567314,112500.0,0.14864,0.09421428933624056,10.614101184068891,1.066,0.9380863039399625,256267
1,0,112500.0,134775.0,10935.0,112500.0,0.010556,43.0,-98.0,-7308.0,-1549,0.0,10,0,1,0.3901344323775544,0.5352762504724826,0.9891,0.125,0.0833,0.9891,0.125,0.0208,0.0,0.0,-2278.0,1,1.0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0.006204495093383982,0.8347245409015025,37500.0,0.0972,0.08113522537562605,12.325102880658436,1.198,0.8347245409015025,267335
0,1,112500.0,808650.0,26217.0,675000.0,0.01885,54.0,-5369.0,-7731.0,-3402,8.0,13,0,0,0.660623107704585,0.4830501881366946,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-2431.0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.27030156572521774,0.13912075681691707,56250.0,0.23304,0.032420701168614355,30.844490216271886,1.198,0.8347245409015025,272429
0,1,337500.0,900000.0,45954.0,900000.0,0.00963,31.0,-1086.0,-1312.0,-3991,7.0,14,0,0,0.3195299236282702,0.3328505641648731,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-1674.0,1,2.0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0.0955649419218585,0.375,337500.0,0.13616,0.05106,19.584802193497847,1.0,1.0,272785
1,0,157500.0,255960.0,17235.0,202500.0,0.00733,38.0,-826.0,-7331.0,-3787,0.0,12,0,1,0.6181817608996014,0.5352762504724826,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-249.0,1,3.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.058932648401826486,0.6153305203938115,31500.0,0.10942857142857143,0.06733473980309423,14.851174934725849,1.264,0.7911392405063291,274924
0,1,225000.0,697500.0,29551.5,697500.0,0.028663,29.0,-2307.0,-4632.0,-3104,24.0,11,0,1,0.5802076532308688,0.4101025731788671,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,4.0,0.0,1,0.0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0.22110408280621047,0.3225806451612903,56250.0,0.13134,0.04236774193548387,23.602862798842697,1.0,1.0,276404
1,0,225000.0,296280.0,14251.5,225000.0,0.04622,25.0,-1263.0,-3333.0,-1743,0.0,13,0,1,0.2310634905396395,0.5352762504724826,0.9727,0.1667,0.1667,0.9727,0.1667,0.0552,0.0,0.0,-151.0,1,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0.13940397350993378,0.7594167679222357,112500.0,0.06334,0.04810145808019441,20.789390590464162,1.3168,0.7594167679222357,277888
1,0,157500.0,1078200.0,31522.5,900000.0,0.0096569999999999,42.0,-7092.0,-6622.0,-4070,0.0,9,0,0,0.4913869081836088,0.6195277080511546,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-1090.0,1,1.0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0.45977309562398705,0.14607679465776294,78750.0,0.20014285714285715,0.029236227045075124,34.204139900071375,1.198,0.8347245409015025,287401
1,0,112500.0,481495.5,34240.5,454500.0,0.04622,44.0,-9097.0,-7889.0,-4679,0.0,17,0,0,0.6767103061286099,0.6212263380626669,0.9856,0.625,0.625,0.9856,0.625,0.1179,0.0,3.0,-1680.0,0,1.0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,0.5690248326765497,0.23364704343031242,56250.0,0.30436,0.07111281413844989,14.062163227756605,1.0593960396039603,0.9439340554584622,287479
1,0,157500.0,450000.0,21888.0,450000.0,0.010556,26.0,-2070.0,-4354.0,-1810,0.0,12,0,1,0.3984537205710144,0.5334816299804352,0.9876,0.0833,0.0833,0.9876,0.0833,0.0285,1.0,1.0,-1456.0,0,1.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0.21537821246488398,0.35,52500.0,0.13897142857142858,0.04864,20.55921052631579,1.0,1.0,290007
0,1,180000.0,1125000.0,44748.0,1125000.0,0.028663,50.0,-1722.0,-4851.0,-1771,9.0,13,0,1,0.6361370619694947,0.6109913280868294,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-1934.0,1,2.0,1,0,1,0,1,1,0,0,0,1,0,0,0,0,0.09405210552187449,0.16,90000.0,0.2486,0.039776,25.1407884151247,1.0,1.0,296915
0,0,180000.0,675000.0,31410.0,675000.0,0.0066709999999999,47.0,-9163.0,-6928.0,-717,0.0,18,0,0,0.5816290830925179,0.4014074137749511,0.9881,0.0833,0.0833,0.9881,0.0833,0.0202,0.0,1.0,-3.0,0,0.0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0.5326396558739754,0.26666666666666666,90000.0,0.1745,0.046533333333333336,21.48997134670487,1.0,1.0,299349
1,0,180000.0,1080000.0,44568.0,1080000.0,0.035792,32.0,-3393.0,-302.0,-1668,0.0,15,0,0,0.550398931733869,0.622922000268356,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,5.0,-2071.0,1,2.0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.2912196377993305,0.16666666666666666,45000.0,0.2476,0.04126666666666667,24.232633279483036,1.0,1.0,299639
0,0,90000.0,119448.0,8784.0,94500.0,0.018209,25.0,-1361.0,-1609.0,-1894,0.0,9,0,1,0.1193796610664698,0.133429254467317,0.9816,0.1667,0.1667,0.9816,0.1667,0.0688,0.0,0.0,-873.0,1,1.0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0.1476459101757431,0.753465943339361,30000.0,0.0976,0.07353827606992164,13.598360655737705,1.264,0.7911392405063291,305325
